Application_ID,Student_ID,Company_ID,Applied_Date,Source,Status
A1035,S310,C008,2025-09-01,Naukri,Interview
A1036,S182,C077,2025-08-12,LinkedIn,Applied
A1037,S453,C033,2025-01-21,Referral,Shortlisted
A1038,S011,C036,2025-06-12,Referral,Rejected
A1039,S256,C041,2025-12-11,Company Website,Interview
A1040,S455,C009,2025-07-26,Internshala,Applied
A1041,S229,C062,2025-03-24,Naukri,Rejected
A1042,S185,C096,2025-08-16,Company Website,Applied
A1043,S387,C013,2025-11-23,Referral,Shortlisted
A1044,S025,C043,2025-05-06,Company Website,Applied
A1045,S096,C042,2025-10-26,Company Website,Rejected
A1046,S366,C035,2025-01-19,Referral,Selected
A1047,S139,C058,2025-01-06,Internshala,Interview
A1048,S484,C072,2025-10-28,Internshala,Applied
A1049,S411,C063,2025-05-19,Company Website,Interview
A1050,S417,C038,2025-07-29,Company Website,Selected
A1051,S237,C070,2025-03-28,Internshala,Interview
A1052,S259,C095,2025-03-27,Naukri,Rejected
A1053,S470,C027,2025-07-05,Referral,Rejected
A1054,S051,C081,2025-01-15,Referral,Interview
A1055,S470,C056,2025-06-14,Internshala,Selected
A1056,S332,C018,2025-09-23,Internshala,Selected
A1057,S255,C038,2025-12-01,Internshala,Selected
A1058,S065,C091,2025-05-07,Company Website,Applied
A1059,S035,C063,2025-05-30,Internshala,Shortlisted
A1060,S265,C070,2025-09-25,Internshala,Shortlisted
A1061,S420,C042,2025-10-04,Naukri,Selected
A1062,S370,C068,2025-12-22,Company Website,Shortlisted
A1063,S160,C020,2025-05-31,Internshala,Interview
A1064,S323,C019,2025-04-05,Company Website,Selected
A1065,S168,C072,2025-09-05,Referral,Rejected
A1066,S480,C066,2025-10-22,Company Website,Interview
A1067,S316,C051,2025-05-29,Internshala,Interview
A1068,S337,C092,2025-06-18,Naukri,Interview
A1069,S265,C071,2025-06-28,Internshala,Interview
A1070,S153,C015,2025-07-18,Company Website,Interview
A1071,S202,C089,2025-06-21,Internshala,Applied
A1072,S175,C045,2025-12-27,LinkedIn,Applied
A1073,S057,C047,2025-02-19,LinkedIn,Selected
A1074,S146,C069,2025-06-18,Naukri,Shortlisted
A1075,S193,C063,2025-05-29,Internshala,Interview
A1076,S211,C028,2025-06-11,Referral,Interview
A1077,S190,C004,2025-10-26,Company Website,Rejected
A1078,S028,C022,2025-06-30,Naukri,Rejected
A1079,S346,C048,2025-11-18,Company Website,Rejected
A1080,S439,C084,2025-01-25,Naukri,Selected
A1081,S301,C031,2025-02-13,Company Website,Interview
A1082,S294,C074,2025-04-23,Referral,Applied
A1083,S303,C079,2025-02-20,Naukri,Applied
A1084,S036,C047,2025-07-21,Company Website,Applied
A1085,S241,C037,2025-09-23,Referral,Interview
A1086,S464,C017,2025-08-13,Naukri,Applied
A1087,S174,C021,2025-06-25,Naukri,Rejected
A1088,S207,C002,2025-03-18,LinkedIn,Rejected
A1089,S434,C023,2025-07-08,Naukri,Applied
A1090,S076,C048,2025-05-10,Naukri,Interview
A1091,S042,C089,2025-04-11,Company Website,Rejected
A1092,S237,C040,2025-05-20,LinkedIn,Selected
A1093,S409,C002,2025-05-17,Naukri,Applied
A1094,S143,C048,2025-07-20,Naukri,Interview
A1095,S391,C014,2025-07-26,Referral,Rejected
A1096,S401,C081,2025-05-20,Naukri,Rejected
A1097,S476,C052,2025-01-28,Naukri,Shortlisted
A1098,S221,C010,2025-11-14,Referral,Interview
A1099,S089,C008,2025-05-08,Internshala,Selected
A1100,S198,C002,2025-02-12,Company Website,Rejected
A1101,S432,C033,2025-04-11,Company Website,Applied
A1102,S200,C051,2025-09-05,Referral,Shortlisted
A1103,S382,C095,2025-12-05,Referral,Rejected
A1104,S344,C089,2025-03-28,Naukri,Applied
A1105,S365,C023,2025-04-05,Naukri,Shortlisted
A1106,S024,C034,2025-03-05,Referral,Applied
A1107,S172,C098,2025-10-22,Internshala,Rejected
A1108,S138,C007,2025-06-07,Internshala,Interview
A1109,S178,C074,2025-02-26,Company Website,Interview
A1110,S101,C002,2025-12-15,Internshala,Rejected
A1111,S250,C023,2025-10-02,Referral,Applied
A1112,S467,C018,2025-11-05,Internshala,Applied
A1113,S363,C062,2025-09-24,Naukri,Shortlisted
A1114,S172,C087,2025-09-20,Referral,Applied
A1115,S318,C074,2025-10-13,Internshala,Selected
A1116,S104,C058,2025-05-01,Internshala,Shortlisted
A1117,S053,C031,2025-01-20,Naukri,Interview
A1118,S061,C076,2025-04-03,LinkedIn,Interview
A1119,S267,C087,2025-04-12,LinkedIn,Applied
A1120,S330,C047,2025-04-17,LinkedIn,Rejected
A1121,S484,C030,2025-09-01,Company Website,Shortlisted
A1122,S425,C046,2025-09-01,Company Website,Selected
A1123,S275,C058,2025-07-07,Company Website,Interview
A1124,S142,C024,2025-01-21,Naukri,Rejected
A1125,S301,C042,2025-11-30,LinkedIn,Selected
A1126,S153,C026,2025-08-28,Internshala,Rejected
A1127,S117,C002,2025-07-17,Internshala,Rejected
A1128,S263,C015,2025-03-23,Referral,Shortlisted
A1129,S381,C018,2025-11-26,Naukri,Applied
A1130,S469,C012,2025-09-29,LinkedIn,Selected
A1131,S150,C008,2025-11-05,LinkedIn,Applied
A1132,S382,C074,2025-06-09,Referral,Rejected
A1133,S331,C014,2025-11-01,Internshala,Interview
A1134,S468,C074,2025-06-29,Company Website,Shortlisted
A1135,S389,C097,2025-06-09,Company Website,Selected
A1136,S468,C024,2025-02-21,Referral,Interview
A1137,S028,C092,2025-02-08,Naukri,Selected
A1138,S223,C013,2025-04-30,Internshala,Rejected
A1139,S388,C084,2025-01-30,Internshala,Rejected
A1140,S246,C071,2025-08-31,Naukri,Selected
A1141,S048,C088,2025-06-25,Internshala,Interview
A1142,S016,C096,2025-09-17,Internshala,Interview
A1143,S495,C060,2025-03-06,Referral,Rejected
A1144,S353,C019,2025-10-22,Company Website,Interview
A1145,S432,C029,2025-07-11,Company Website,Selected
A1146,S247,C003,2025-06-26,Naukri,Rejected
A1147,S210,C029,2025-08-28,Naukri,Applied
A1148,S424,C074,2025-09-01,Internshala,Rejected
A1149,S234,C068,2025-10-11,LinkedIn,Interview
A1150,S123,C098,2025-07-30,Internshala,Selected
A1151,S331,C096,2025-01-18,Naukri,Applied
A1152,S102,C026,2025-04-23,Company Website,Rejected
A1153,S435,C003,2025-11-09,Company Website,Shortlisted
A1154,S487,C085,2025-12-30,Naukri,Selected
A1155,S427,C059,2025-03-19,Internshala,Rejected
A1156,S195,C060,2025-07-21,Referral,Rejected
A1157,S218,C092,2025-04-11,Company Website,Shortlisted
A1158,S063,C086,2025-01-04,Company Website,Interview
A1159,S062,C005,2025-04-01,Internshala,Shortlisted
A1160,S047,C094,2025-07-21,Company Website,Rejected
A1161,S450,C070,2025-10-14,Internshala,Rejected
A1162,S405,C017,2025-10-14,Naukri,Rejected
A1163,S097,C082,2025-05-22,Referral,Applied
A1164,S151,C006,2025-02-15,Referral,Selected
A1165,S041,C043,2025-11-08,Referral,Selected
A1166,S391,C031,2025-07-06,Company Website,Applied
A1167,S281,C004,2025-11-26,Naukri,Shortlisted
A1168,S480,C071,2025-12-11,Company Website,Shortlisted
A1169,S143,C068,2025-10-17,Naukri,Shortlisted
A1170,S406,C042,2025-12-28,Referral,Selected
A1171,S169,C100,2025-01-25,Company Website,Rejected
A1172,S093,C050,2025-02-20,Naukri,Shortlisted
A1173,S068,C072,2025-08-05,Internshala,Interview
A1174,S149,C087,2025-01-13,Referral,Selected
A1175,S246,C007,2025-09-21,Internshala,Applied
A1176,S055,C004,2025-01-21,Internshala,Selected
A1177,S265,C025,2025-10-26,Company Website,Rejected
A1178,S327,C001,2025-06-04,Internshala,Interview
A1179,S270,C004,2025-12-26,Naukri,Selected
A1180,S093,C063,2025-01-04,Internshala,Shortlisted
A1181,S454,C045,2025-10-08,Naukri,Applied
A1182,S336,C082,2025-05-27,LinkedIn,Shortlisted
A1183,S136,C074,2025-12-07,Naukri,Rejected
A1184,S292,C034,2025-11-14,Naukri,Applied
A1185,S197,C001,2025-05-09,LinkedIn,Interview
A1186,S391,C066,2025-10-12,Internshala,Rejected
A1187,S230,C066,2025-01-07,Internshala,Rejected
A1188,S181,C009,2025-10-19,Internshala,Rejected
A1189,S265,C018,2025-04-04,Company Website,Interview
A1190,S156,C063,2025-03-31,LinkedIn,Applied
A1191,S128,C095,2025-09-30,Company Website,Interview
A1192,S093,C021,2025-09-02,Internshala,Interview
A1193,S359,C001,2025-04-13,Referral,Rejected
A1194,S437,C043,2025-02-15,Internshala,Applied
A1195,S188,C065,2025-04-23,Company Website,Selected
A1196,S177,C088,2025-10-09,LinkedIn,Shortlisted
A1197,S402,C016,2025-08-01,Internshala,Rejected
A1198,S030,C026,2025-06-23,LinkedIn,Applied
A1199,S289,C032,2025-02-02,Referral,Interview
A1200,S003,C049,2025-07-04,Naukri,Rejected
A1201,S206,C005,2025-09-22,LinkedIn,Rejected
A1202,S154,C010,2025-08-05,Internshala,Rejected
A1203,S382,C097,2025-10-26,Company Website,Interview
A1204,S494,C044,2025-01-18,LinkedIn,Shortlisted
A1205,S367,C001,2025-09-12,LinkedIn,Interview
A1206,S139,C092,2025-05-19,Naukri,Interview
A1207,S394,C016,2025-06-05,Naukri,Applied
A1208,S372,C069,2025-08-07,Referral,Rejected
A1209,S477,C051,2026-01-01,Naukri,Shortlisted
A1210,S084,C021,2025-05-16,Referral,Shortlisted
A1211,S310,C083,2025-02-03,Internshala,Selected
A1212,S341,C007,2025-08-31,Referral,Interview
A1213,S483,C004,2025-01-19,Company Website,Selected
A1214,S234,C081,2025-11-15,Internshala,Selected
A1215,S047,C046,2025-03-18,Internshala,Applied
A1216,S269,C042,2025-01-17,Internshala,Selected
A1217,S083,C068,2025-03-23,Company Website,Shortlisted
A1218,S179,C014,2025-08-12,Internshala,Shortlisted
A1219,S116,C028,2025-10-27,LinkedIn,Shortlisted
A1220,S228,C011,2025-03-28,Company Website,Rejected
A1221,S052,C056,2025-03-30,LinkedIn,Selected
A1222,S292,C071,2025-01-31,Referral,Interview
A1223,S124,C080,2025-07-31,LinkedIn,Shortlisted
A1224,S140,C056,2025-01-25,Company Website,Shortlisted
A1225,S134,C095,2025-09-15,Naukri,Applied
A1226,S199,C040,2025-11-15,Company Website,Rejected
A1227,S124,C018,2025-11-23,Internshala,Interview
A1228,S394,C038,2025-06-26,Naukri,Applied
A1229,S371,C003,2025-04-28,Company Website,Selected
A1230,S139,C045,2025-05-05,Naukri,Rejected
A1231,S294,C076,2025-03-19,Internshala,Applied
A1232,S376,C072,2025-09-25,LinkedIn,Interview
A1233,S187,C040,2025-08-02,Referral,Shortlisted
A1234,S495,C032,2025-06-14,LinkedIn,Rejected
A1235,S141,C046,2025-02-17,Internshala,Applied
A1236,S300,C057,2025-02-16,Referral,Shortlisted
A1237,S476,C077,2025-07-10,LinkedIn,Rejected
A1238,S179,C040,2025-09-19,LinkedIn,Interview
A1239,S265,C009,2025-10-27,Internshala,Shortlisted
A1240,S475,C086,2025-06-26,Referral,Interview
A1241,S263,C065,2025-06-25,Company Website,Applied
A1242,S208,C050,2025-07-08,Naukri,Applied
A1243,S278,C050,2025-04-27,Naukri,Selected
A1244,S267,C093,2025-10-12,Company Website,Rejected
A1245,S238,C097,2025-12-20,Company Website,Selected
A1246,S424,C064,2025-07-04,Company Website,Rejected
A1247,S146,C023,2025-07-12,Internshala,Interview
A1248,S499,C077,2025-10-11,Naukri,Shortlisted
A1249,S038,C069,2025-03-23,Naukri,Rejected
A1250,S470,C017,2025-07-31,Naukri,Shortlisted
A1251,S374,C011,2025-03-08,Internshala,Interview
A1252,S412,C082,2025-08-08,LinkedIn,Applied
A1253,S434,C067,2025-08-08,Naukri,Rejected
A1254,S044,C011,2025-03-02,Referral,Applied
A1255,S216,C067,2025-10-01,Company Website,Shortlisted
A1256,S105,C042,2025-12-21,LinkedIn,Interview
A1257,S379,C009,2025-11-21,Internshala,Selected
A1258,S309,C083,2025-09-16,Naukri,Rejected
A1259,S409,C028,2025-10-21,Company Website,Applied
A1260,S152,C035,2025-03-21,Internshala,Shortlisted
A1261,S210,C092,2025-02-11,Naukri,Rejected
A1262,S285,C040,2025-11-30,Company Website,Applied
A1263,S257,C003,2025-04-15,Naukri,Interview
A1264,S161,C020,2025-05-10,Company Website,Interview
A1265,S484,C070,2025-03-20,Referral,Shortlisted
A1266,S450,C059,2025-04-10,Naukri,Selected
A1267,S413,C033,2025-08-13,Internshala,Rejected
A1268,S307,C012,2025-03-25,Company Website,Applied
A1269,S102,C034,2025-10-07,LinkedIn,Interview
A1270,S142,C050,2025-03-16,Naukri,Applied
A1271,S080,C029,2025-01-27,Naukri,Applied
A1272,S278,C083,2025-06-23,LinkedIn,Selected
A1273,S318,C025,2025-06-08,Naukri,Applied
A1274,S336,C060,2025-10-16,Naukri,Applied
A1275,S293,C079,2025-04-14,Company Website,Selected
A1276,S245,C024,2025-07-07,LinkedIn,Rejected
A1277,S223,C048,2025-10-10,Referral,Selected
A1278,S479,C044,2025-06-14,Company Website,Rejected
A1279,S404,C086,2025-03-06,LinkedIn,Interview
A1280,S143,C013,2025-02-23,Internshala,Rejected
A1281,S489,C050,2025-12-15,Naukri,Selected
A1282,S350,C033,2026-01-01,Naukri,Interview
A1283,S425,C015,2025-03-04,Referral,Interview
A1284,S349,C089,2025-07-19,Company Website,Shortlisted
A1285,S041,C068,2025-12-22,Naukri,Interview
A1286,S210,C077,2025-02-23,Referral,Rejected
A1287,S475,C087,2025-07-28,Internshala,Rejected
A1288,S196,C084,2025-09-08,Company Website,Shortlisted
A1289,S086,C021,2025-01-18,Company Website,Interview
A1290,S144,C041,2026-01-01,Referral,Applied
A1291,S300,C082,2025-07-20,Internshala,Shortlisted
A1292,S367,C075,2025-09-01,LinkedIn,Interview
A1293,S063,C055,2025-08-07,Referral,Rejected
A1294,S003,C095,2025-06-06,Internshala,Rejected
A1295,S235,C059,2025-10-15,LinkedIn,Applied
A1296,S416,C066,2025-09-29,LinkedIn,Interview
A1297,S247,C091,2025-03-18,Naukri,Rejected
A1298,S375,C091,2025-04-19,Naukri,Applied
A1299,S486,C017,2025-09-27,Company Website,Applied
A1300,S472,C052,2025-12-07,Referral,Rejected
A1301,S427,C033,2025-08-24,Naukri,Selected
A1302,S201,C079,2025-11-11,Referral,Applied
A1303,S289,C012,2025-03-25,Referral,Selected
A1304,S222,C023,2025-01-30,Naukri,Rejected
A1305,S437,C077,2025-04-21,Company Website,Interview
A1306,S085,C099,2025-09-16,Referral,Shortlisted
A1307,S014,C043,2025-12-02,Company Website,Shortlisted
A1308,S246,C075,2025-11-06,LinkedIn,Selected
A1309,S007,C038,2025-03-05,Company Website,Applied
A1310,S468,C010,2025-11-22,Company Website,Selected
A1311,S342,C082,2025-10-07,Internshala,Rejected
A1312,S183,C016,2025-12-26,LinkedIn,Applied
A1313,S450,C061,2025-03-29,Naukri,Shortlisted
A1314,S273,C026,2025-01-24,Company Website,Rejected
A1315,S447,C064,2025-12-08,Naukri,Shortlisted
A1316,S406,C044,2025-03-16,Company Website,Selected
A1317,S464,C053,2025-09-17,Referral,Rejected
A1318,S440,C082,2025-07-20,LinkedIn,Applied
A1319,S459,C100,2025-07-19,Internshala,Rejected
A1320,S405,C009,2025-06-30,Naukri,Shortlisted
A1321,S315,C047,2025-08-08,LinkedIn,Rejected
A1322,S160,C085,2025-02-14,LinkedIn,Interview
A1323,S244,C037,2025-09-08,Naukri,Applied
A1324,S039,C033,2025-05-10,Internshala,Shortlisted
A1325,S420,C055,2025-11-05,Naukri,Rejected
A1326,S158,C044,2025-09-22,Naukri,Rejected
A1327,S430,C016,2025-11-18,Company Website,Shortlisted
A1328,S352,C014,2025-08-16,Referral,Applied
A1329,S052,C063,2025-12-08,Referral,Interview
A1330,S212,C026,2025-04-07,Internshala,Rejected
A1331,S467,C085,2025-12-10,LinkedIn,Interview
A1332,S313,C095,2025-08-15,Company Website,Interview
A1333,S068,C007,2025-04-18,Company Website,Rejected
A1334,S105,C054,2025-09-07,Internshala,Applied
A1335,S102,C045,2025-07-22,Internshala,Interview
A1336,S154,C082,2025-05-29,Naukri,Interview
A1337,S262,C071,2025-04-25,LinkedIn,Rejected
A1338,S392,C078,2025-03-20,Referral,Interview
A1339,S002,C082,2025-10-13,Referral,Rejected
A1340,S249,C002,2025-07-01,Internshala,Interview
A1341,S136,C012,2025-02-26,Referral,Applied
A1342,S496,C057,2025-04-26,Naukri,Shortlisted
A1343,S256,C022,2025-04-29,Internshala,Shortlisted
A1344,S442,C032,2025-12-14,Company Website,Shortlisted
A1345,S288,C098,2025-10-20,Referral,Applied
A1346,S279,C071,2025-05-12,Referral,Selected
A1347,S077,C076,2025-05-07,Referral,Shortlisted
A1348,S275,C033,2025-12-06,Internshala,Selected
A1349,S241,C062,2025-05-23,Company Website,Interview
A1350,S283,C070,2025-08-26,Internshala,Interview
A1351,S370,C010,2025-03-10,Company Website,Selected
A1352,S316,C079,2025-07-01,Internshala,Shortlisted
A1353,S274,C080,2025-08-29,LinkedIn,Selected
A1354,S255,C020,2025-07-19,Referral,Interview
A1355,S494,C090,2025-10-14,Referral,Rejected
A1356,S216,C072,2025-04-22,Company Website,Selected
A1357,S059,C025,2025-11-28,Internshala,Interview
A1358,S438,C011,2025-05-02,LinkedIn,Applied
A1359,S489,C063,2025-09-30,Internshala,Shortlisted
A1360,S287,C033,2025-12-04,LinkedIn,Shortlisted
A1361,S419,C038,2025-07-20,Naukri,Interview
A1362,S347,C048,2025-02-02,LinkedIn,Rejected
A1363,S360,C035,2025-10-05,Referral,Interview
A1364,S166,C007,2025-03-03,LinkedIn,Selected
A1365,S389,C039,2025-05-30,Naukri,Applied
A1366,S025,C021,2025-02-03,Internshala,Rejected
A1367,S077,C041,2025-04-11,LinkedIn,Rejected
A1368,S198,C009,2025-05-16,Referral,Interview
A1369,S234,C077,2025-02-04,Referral,Rejected
A1370,S186,C090,2025-12-25,LinkedIn,Selected
A1371,S480,C022,2025-11-23,Naukri,Rejected
A1372,S274,C047,2025-02-06,LinkedIn,Rejected
A1373,S218,C023,2025-07-05,Referral,Selected
A1374,S179,C070,2025-09-26,Company Website,Interview
A1375,S275,C018,2025-05-02,Naukri,Applied
A1376,S496,C089,2025-09-30,Internshala,Interview
A1377,S267,C088,2025-11-28,LinkedIn,Rejected
A1378,S378,C044,2025-02-01,Company Website,Rejected
A1379,S482,C001,2025-06-13,Company Website,Interview
A1380,S389,C056,2025-05-28,LinkedIn,Shortlisted
A1381,S414,C090,2025-07-15,Company Website,Selected
A1382,S259,C034,2025-12-06,Referral,Shortlisted
A1383,S470,C074,2025-05-16,Company Website,Rejected
A1384,S442,C028,2025-10-06,Naukri,Rejected
A1385,S376,C033,2025-05-30,Referral,Shortlisted
A1386,S167,C069,2025-10-11,Naukri,Shortlisted
A1387,S135,C068,2025-11-01,Naukri,Applied
A1388,S075,C067,2025-11-23,Company Website,Shortlisted
A1389,S255,C015,2025-12-21,Referral,Selected
A1390,S135,C091,2025-05-02,Internshala,Selected
A1391,S216,C048,2025-06-23,Internshala,Applied
A1392,S393,C085,2025-07-18,LinkedIn,Selected
A1393,S375,C003,2025-07-05,Naukri,Applied
A1394,S125,C076,2025-03-09,Referral,Rejected
A1395,S032,C100,2025-01-03,LinkedIn,Selected
A1396,S091,C035,2025-09-01,Referral,Selected
A1397,S205,C001,2025-05-15,Referral,Applied
A1398,S144,C008,2025-11-20,Naukri,Applied
A1399,S345,C035,2025-05-05,Referral,Selected
A1400,S053,C067,2025-11-27,Internshala,Selected
A1401,S344,C096,2025-11-01,Company Website,Shortlisted
A1402,S185,C097,2025-03-14,Internshala,Interview
A1403,S303,C066,2025-04-12,LinkedIn,Selected
A1404,S191,C056,2025-11-03,Internshala,Applied
A1405,S037,C056,2025-03-28,Company Website,Interview
A1406,S473,C086,2025-02-22,Naukri,Interview
A1407,S376,C066,2025-10-01,Referral,Interview
A1408,S250,C090,2025-04-27,Naukri,Selected
A1409,S075,C098,2025-04-17,Company Website,Applied
A1410,S375,C052,2025-02-28,Referral,Shortlisted
A1411,S162,C092,2025-08-04,Internshala,Shortlisted
A1412,S162,C007,2025-02-01,Referral,Shortlisted
A1413,S027,C056,2025-01-31,Internshala,Shortlisted
A1414,S219,C036,2025-10-31,LinkedIn,Interview
A1415,S486,C012,2025-10-15,Naukri,Rejected
A1416,S091,C036,2025-11-19,Internshala,Selected
A1417,S188,C006,2025-10-30,Referral,Selected
A1418,S395,C006,2025-01-06,Internshala,Rejected
A1419,S159,C035,2025-03-07,Internshala,Applied
A1420,S411,C067,2025-12-03,Internshala,Selected
A1421,S132,C041,2025-11-27,Internshala,Applied
A1422,S078,C031,2025-04-29,LinkedIn,Applied
A1423,S450,C011,2025-06-25,LinkedIn,Interview
A1424,S270,C090,2025-06-23,Referral,Rejected
A1425,S252,C073,2025-06-07,Company Website,Interview
A1426,S285,C045,2025-08-05,Company Website,Selected
A1427,S384,C096,2025-06-29,Referral,Interview
A1428,S070,C021,2025-08-08,Naukri,Applied
A1429,S102,C028,2025-07-06,Internshala,Applied
A1430,S461,C027,2025-05-25,LinkedIn,Selected
A1431,S458,C058,2025-05-03,LinkedIn,Shortlisted
A1432,S028,C039,2025-06-10,LinkedIn,Rejected
A1433,S193,C035,2025-01-01,Naukri,Applied
A1434,S021,C024,2025-11-17,Company Website,Shortlisted
A1435,S080,C034,2025-09-20,Internshala,Selected
A1436,S136,C041,2025-03-31,Naukri,Selected
A1437,S311,C072,2025-06-15,Referral,Applied
A1438,S073,C037,2025-07-30,Referral,Selected
A1439,S300,C100,2025-07-04,LinkedIn,Selected
A1440,S041,C049,2025-09-18,Referral,Shortlisted
A1441,S143,C065,2025-09-26,LinkedIn,Selected
A1442,S198,C035,2025-02-21,Referral,Interview
A1443,S303,C017,2025-08-24,Company Website,Interview
A1444,S326,C032,2025-10-09,LinkedIn,Interview
A1445,S301,C010,2025-08-15,Company Website,Shortlisted
A1446,S403,C071,2025-01-28,LinkedIn,Interview
A1447,S216,C093,2025-10-23,LinkedIn,Rejected
A1448,S116,C093,2025-03-08,Naukri,Rejected
A1449,S274,C096,2025-01-31,Referral,Selected
A1450,S161,C009,2025-09-30,Naukri,Shortlisted
A1451,S419,C055,2025-08-24,LinkedIn,Selected
A1452,S085,C025,2025-02-09,Naukri,Applied
A1453,S415,C030,2025-09-27,Internshala,Selected
A1454,S413,C062,2025-03-04,Naukri,Applied
A1455,S219,C006,2025-07-23,Naukri,Applied
A1456,S125,C020,2025-02-04,LinkedIn,Shortlisted
A1457,S401,C082,2025-10-08,Company Website,Applied
A1458,S395,C020,2025-06-03,Naukri,Applied
A1459,S325,C078,2025-09-26,LinkedIn,Rejected
A1460,S030,C006,2025-08-02,Referral,Rejected
A1461,S058,C061,2025-12-16,Naukri,Shortlisted
A1462,S152,C009,2025-07-26,Naukri,Applied
A1463,S118,C049,2025-06-20,Referral,Interview
A1464,S116,C018,2025-11-01,Naukri,Interview
A1465,S173,C067,2025-11-14,Company Website,Selected
A1466,S486,C096,2025-01-05,Company Website,Applied
A1467,S393,C059,2025-01-08,Referral,Applied
A1468,S043,C050,2025-12-12,Internshala,Selected
A1469,S463,C003,2025-10-22,Company Website,Shortlisted
A1470,S039,C005,2025-08-22,Internshala,Rejected
A1471,S114,C046,2025-01-03,LinkedIn,Interview
A1472,S230,C090,2025-03-04,LinkedIn,Interview
A1473,S136,C055,2025-06-20,Naukri,Rejected
A1474,S459,C031,2025-08-05,Internshala,Interview
A1475,S013,C049,2025-02-06,Internshala,Selected
A1476,S045,C068,2025-05-30,Naukri,Selected
A1477,S213,C065,2025-08-01,Company Website,Interview
A1478,S303,C034,2025-09-27,Internshala,Shortlisted
A1479,S440,C055,2025-06-30,Referral,Rejected
A1480,S447,C044,2025-04-28,LinkedIn,Applied
A1481,S496,C078,2025-05-14,Referral,Applied
A1482,S383,C041,2025-11-06,Company Website,Rejected
A1483,S052,C038,2025-05-24,Company Website,Selected
A1484,S432,C032,2025-11-12,Company Website,Shortlisted
A1485,S276,C096,2025-12-12,Naukri,Shortlisted
A1486,S277,C099,2025-12-01,Company Website,Applied
A1487,S323,C016,2025-12-09,Naukri,Applied
A1488,S429,C085,2025-09-27,Referral,Rejected
A1489,S496,C019,2025-03-23,Internshala,Shortlisted
A1490,S325,C052,2025-07-30,Naukri,Selected
A1491,S434,C064,2025-09-10,Naukri,Interview
A1492,S037,C020,2025-01-26,Internshala,Rejected
A1493,S136,C022,2025-01-18,Internshala,Interview
A1494,S257,C032,2025-10-01,Naukri,Applied
A1495,S258,C082,2025-10-31,LinkedIn,Interview
A1496,S464,C076,2025-01-24,Company Website,Interview
A1497,S098,C012,2025-06-20,Referral,Rejected
A1498,S470,C042,2025-03-02,LinkedIn,Shortlisted
A1499,S263,C074,2025-02-09,Referral,Applied
A1500,S206,C066,2025-10-24,Company Website,Selected
A1501,S370,C094,2025-08-18,Internshala,Interview
A1502,S091,C094,2025-05-26,Naukri,Selected
A1503,S240,C051,2025-10-14,LinkedIn,Rejected
A1504,S257,C080,2025-02-11,LinkedIn,Interview
A1505,S443,C041,2025-02-09,Internshala,Interview
A1506,S439,C029,2025-06-14,LinkedIn,Selected
A1507,S077,C055,2025-04-27,Company Website,Applied
A1508,S405,C081,2025-02-07,Referral,Selected
A1509,S357,C078,2025-08-19,Internshala,Rejected
A1510,S282,C019,2025-07-17,Referral,Shortlisted
A1511,S192,C041,2025-07-04,Naukri,Rejected
A1512,S365,C100,2025-05-11,LinkedIn,Interview
A1513,S394,C061,2025-07-18,Internshala,Applied
A1514,S357,C079,2025-09-09,Referral,Applied
A1515,S136,C094,2025-04-20,LinkedIn,Shortlisted
A1516,S288,C047,2025-04-12,Internshala,Applied
A1517,S268,C035,2025-03-20,Referral,Applied
A1518,S162,C060,2025-10-10,Company Website,Rejected
A1519,S096,C039,2025-12-20,Referral,Interview
A1520,S088,C041,2025-05-08,Naukri,Shortlisted
A1521,S244,C038,2025-04-06,LinkedIn,Selected
A1522,S079,C058,2025-08-09,Naukri,Rejected
A1523,S405,C047,2025-07-03,Internshala,Applied
A1524,S388,C099,2025-11-25,Referral,Shortlisted
A1525,S182,C054,2025-03-26,LinkedIn,Shortlisted
A1526,S265,C080,2025-04-03,LinkedIn,Selected
A1527,S471,C098,2025-07-22,Naukri,Rejected
A1528,S283,C041,2025-09-25,Naukri,Interview
A1529,S296,C041,2025-01-19,LinkedIn,Shortlisted
A1530,S035,C066,2025-01-02,Referral,Rejected
A1531,S331,C013,2025-09-29,Referral,Rejected
A1532,S303,C084,2025-01-11,Company Website,Applied
A1533,S437,C046,2025-01-09,LinkedIn,Interview
A1534,S087,C098,2025-11-22,Internshala,Interview
A1535,S377,C056,2025-01-17,Naukri,Rejected
A1536,S094,C031,2025-05-14,Referral,Shortlisted
A1537,S238,C029,2025-07-08,LinkedIn,Interview
A1538,S336,C085,2025-02-21,Company Website,Applied
A1539,S069,C096,2025-03-04,Internshala,Interview
A1540,S100,C057,2025-02-22,Internshala,Shortlisted
A1541,S080,C066,2025-09-13,Internshala,Applied
A1542,S319,C035,2025-02-25,Internshala,Selected
A1543,S128,C054,2025-05-25,Referral,Shortlisted
A1544,S493,C063,2025-12-03,Company Website,Shortlisted
A1545,S025,C056,2025-09-23,Company Website,Selected
A1546,S177,C063,2025-02-24,Naukri,Rejected
A1547,S198,C028,2025-11-29,Internshala,Rejected
A1548,S137,C012,2025-11-11,LinkedIn,Selected
A1549,S212,C098,2025-02-01,Referral,Rejected
A1550,S165,C011,2025-01-29,Referral,Interview
A1551,S230,C007,2025-08-14,Naukri,Interview
A1552,S377,C059,2025-02-04,Company Website,Applied
A1553,S381,C025,2025-09-18,Naukri,Shortlisted
